2010      0. -69.31  275.90 -55.00    0.00
2010      0. -69.88  290.86 -55.00    8.00
2010      0. -69.50  306.34 -55.00   16.00
2010      0. -68.18  320.92 -55.00   24.00
2010      0. -66.17  333.73 -55.00   32.00
2010      0. -63.81  344.76 -55.00   40.00
2010      0. -61.39  354.43 -55.00   48.00
2010      0. -59.09    3.25 -55.00   56.00
2010      0. -56.99   11.61 -55.00   64.00
2010      0. -55.11   19.75 -55.00   72.00
2010      0. -53.40   27.80 -55.00   80.00
2010      0. -51.80   35.72 -55.00   88.00
2010      0. -50.26   43.45 -55.00   96.00
2010      0. -48.79   50.89 -55.00  104.00
2010      0. -47.38   58.02 -55.00  112.00
2010      0. -46.09   64.84 -55.00  120.00
2010      0. -44.94   71.39 -55.00  128.00
2010      0. -43.95   77.72 -55.00  136.00
2010      0. -43.14   83.89 -55.00  144.00
2010      0. -42.51   89.97 -55.00  152.00
2010      0. -42.07   95.99 -55.00  160.00
2010      0. -41.81  102.01 -55.00  168.00
2010      0. -41.71  108.05 -55.00  176.00
2010      0. -41.74  114.11 -55.00  184.00
2010      0. -41.89  120.20 -55.00  192.00
2010      0. -42.15  126.31 -55.00  200.00
2010      0. -42.53  132.42 -55.00  208.00
2010      0. -43.03  138.53 -55.00  216.00
2010      0. -43.66  144.64 -55.00  224.00
2010      0. -44.43  150.76 -55.00  232.00
2010      0. -45.35  156.91 -55.00  240.00
2010      0. -46.39  163.11 -55.00  248.00
2010      0. -47.57  169.38 -55.00  256.00
2010      0. -48.86  175.74 -55.00  264.00
2010      0. -50.26  182.20 -55.00  272.00
2010      0. -51.75  188.77 -55.00  280.00
2010      0. -53.32  195.46 -55.00  288.00
2010      0. -54.96  202.29 -55.00  296.00
2010      0. -56.68  209.29 -55.00  304.00
2010      0. -58.47  216.53 -55.00  312.00
2010      0. -60.35  224.10 -55.00  320.00
2010      0. -62.29  232.18 -55.00  328.00
2010      0. -64.28  241.02 -55.00  336.00
2010      0. -66.23  251.00 -55.00  344.00
2010      0. -67.99  262.52 -55.00  352.00
2010      0. -69.31  275.90 -55.00  360.00
