2010      0. -77.78  264.11 -64.00    0.00
2010      0. -78.95  281.90 -64.00    8.00
2010      0. -79.33  302.19 -64.00   16.00
2010      0. -78.78  322.39 -64.00   24.00
2010      0. -77.45  340.06 -64.00   32.00
2010      0. -75.60  354.59 -64.00   40.00
2010      0. -73.49    6.56 -64.00   48.00
2010      0. -71.25   16.74 -64.00   56.00
2010      0. -68.98   25.73 -64.00   64.00
2010      0. -66.72   33.88 -64.00   72.00
2010      0. -64.51   41.40 -64.00   80.00
2010      0. -62.38   48.41 -64.00   88.00
2010      0. -60.36   54.99 -64.00   96.00
2010      0. -58.49   61.21 -64.00  104.00
2010      0. -56.77   67.15 -64.00  112.00
2010      0. -55.25   72.86 -64.00  120.00
2010      0. -53.91   78.40 -64.00  128.00
2010      0. -52.78   83.82 -64.00  136.00
2010      0. -51.84   89.16 -64.00  144.00
2010      0. -51.10   94.44 -64.00  152.00
2010      0. -50.54   99.71 -64.00  160.00
2010      0. -50.16  104.97 -64.00  168.00
2010      0. -49.94  110.25 -64.00  176.00
2010      0. -49.87  115.55 -64.00  184.00
2010      0. -49.95  120.87 -64.00  192.00
2010      0. -50.17  126.20 -64.00  200.00
2010      0. -50.51  131.56 -64.00  208.00
2010      0. -50.99  136.93 -64.00  216.00
2010      0. -51.59  142.32 -64.00  224.00
2010      0. -52.33  147.74 -64.00  232.00
2010      0. -53.20  153.18 -64.00  240.00
2010      0. -54.20  158.67 -64.00  248.00
2010      0. -55.31  164.20 -64.00  256.00
2010      0. -56.54  169.80 -64.00  264.00
2010      0. -57.89  175.48 -64.00  272.00
2010      0. -59.33  181.25 -64.00  280.00
2010      0. -60.88  187.14 -64.00  288.00
2010      0. -62.52  193.17 -64.00  296.00
2010      0. -64.26  199.39 -64.00  304.00
2010      0. -66.08  205.87 -64.00  312.00
2010      0. -68.00  212.73 -64.00  320.00
2010      0. -70.00  220.16 -64.00  328.00
2010      0. -72.05  228.45 -64.00  336.00
2010      0. -74.11  238.07 -64.00  344.00
2010      0. -76.08  249.68 -64.00  352.00
2010      0. -77.78  264.11 -64.00  360.00
