2010      0. -82.02  248.07 -69.00    0.00
2010      0. -83.70  268.16 -69.00    8.00
2010      0. -84.58  296.94 -69.00   16.00
2010      0. -84.23  328.53 -69.00   24.00
2010      0. -82.79  352.95 -69.00   32.00
2010      0. -80.80    9.60 -69.00   40.00
2010      0. -78.55   21.54 -69.00   48.00
2010      0. -76.22   30.90 -69.00   56.00
2010      0. -73.87   38.76 -69.00   64.00
2010      0. -71.56   45.68 -69.00   72.00
2010      0. -69.31   51.97 -69.00   80.00
2010      0. -67.16   57.81 -69.00   88.00
2010      0. -65.13   63.31 -69.00   96.00
2010      0. -63.26   68.55 -69.00  104.00
2010      0. -61.56   73.60 -69.00  112.00
2010      0. -60.04   78.52 -69.00  120.00
2010      0. -58.70   83.34 -69.00  128.00
2010      0. -57.56   88.10 -69.00  136.00
2010      0. -56.61   92.83 -69.00  144.00
2010      0. -55.84   97.55 -69.00  152.00
2010      0. -55.25  102.28 -69.00  160.00
2010      0. -54.82  107.02 -69.00  168.00
2010      0. -54.56  111.78 -69.00  176.00
2010      0. -54.45  116.56 -69.00  184.00
2010      0. -54.48  121.37 -69.00  192.00
2010      0. -54.65  126.19 -69.00  200.00
2010      0. -54.95  131.03 -69.00  208.00
2010      0. -55.38  135.89 -69.00  216.00
2010      0. -55.94  140.76 -69.00  224.00
2010      0. -56.63  145.65 -69.00  232.00
2010      0. -57.44  150.55 -69.00  240.00
2010      0. -58.37  155.48 -69.00  248.00
2010      0. -59.43  160.44 -69.00  256.00
2010      0. -60.59  165.44 -69.00  264.00
2010      0. -61.87  170.49 -69.00  272.00
2010      0. -63.25  175.59 -69.00  280.00
2010      0. -64.74  180.78 -69.00  288.00
2010      0. -66.33  186.05 -69.00  296.00
2010      0. -68.02  191.46 -69.00  304.00
2010      0. -69.81  197.05 -69.00  312.00
2010      0. -71.70  202.91 -69.00  320.00
2010      0. -73.68  209.20 -69.00  328.00
2010      0. -75.74  216.17 -69.00  336.00
2010      0. -77.86  224.29 -69.00  344.00
2010      0. -79.99  234.38 -69.00  352.00
2010      0. -82.02  248.07 -69.00  360.00
