2010      0. -48.93  285.65 -35.00    0.00
2010      0. -47.91  298.65 -35.00    8.00
2010      0. -44.95  310.86 -35.00   16.00
2010      0. -40.97  321.09 -35.00   24.00
2010      0. -36.99  329.65 -35.00   32.00
2010      0. -33.49  337.22 -35.00   40.00
2010      0. -30.60  344.30 -35.00   48.00
2010      0. -28.31  351.19 -35.00   56.00
2010      0. -26.60  358.05 -35.00   64.00
2010      0. -25.41    4.98 -35.00   72.00
2010      0. -24.73   12.10 -35.00   80.00
2010      0. -24.53   19.51 -35.00   88.00
2010      0. -24.70   27.35 -35.00   96.00
2010      0. -25.07   35.64 -35.00  104.00
2010      0. -25.34   44.20 -35.00  112.00
2010      0. -25.33   52.69 -35.00  120.00
2010      0. -25.05   60.87 -35.00  128.00
2010      0. -24.60   68.69 -35.00  136.00
2010      0. -24.13   76.17 -35.00  144.00
2010      0. -23.76   83.43 -35.00  152.00
2010      0. -23.56   90.56 -35.00  160.00
2010      0. -23.56   97.68 -35.00  168.00
2010      0. -23.72  104.87 -35.00  176.00
2010      0. -23.97  112.16 -35.00  184.00
2010      0. -24.24  119.51 -35.00  192.00
2010      0. -24.50  126.85 -35.00  200.00
2010      0. -24.79  134.10 -35.00  208.00
2010      0. -25.19  141.25 -35.00  216.00
2010      0. -25.77  148.31 -35.00  224.00
2010      0. -26.55  155.35 -35.00  232.00
2010      0. -27.52  162.43 -35.00  240.00
2010      0. -28.64  169.60 -35.00  248.00
2010      0. -29.85  176.87 -35.00  256.00
2010      0. -31.11  184.23 -35.00  264.00
2010      0. -32.41  191.67 -35.00  272.00
2010      0. -33.75  199.15 -35.00  280.00
2010      0. -35.13  206.69 -35.00  288.00
2010      0. -36.57  214.29 -35.00  296.00
2010      0. -38.05  221.96 -35.00  304.00
2010      0. -39.56  229.71 -35.00  312.00
2010      0. -41.15  237.55 -35.00  320.00
2010      0. -42.84  245.58 -35.00  328.00
2010      0. -44.67  253.99 -35.00  336.00
2010      0. -46.56  263.16 -35.00  344.00
2010      0. -48.20  273.60 -35.00  352.00
2010      0. -48.93  285.65 -35.00  360.00
