2010      0. -42.48  287.11 -29.00    0.00
2010      0. -40.95  299.47 -29.00    8.00
2010      0. -37.44  310.65 -29.00   16.00
2010      0. -33.27  319.91 -29.00   24.00
2010      0. -29.40  327.83 -29.00   32.00
2010      0. -26.15  335.10 -29.00   40.00
2010      0. -23.55  342.12 -29.00   48.00
2010      0. -21.52  349.08 -29.00   56.00
2010      0. -20.00  356.07 -29.00   64.00
2010      0. -18.91    3.14 -29.00   72.00
2010      0. -18.23   10.33 -29.00   80.00
2010      0. -17.98   17.70 -29.00   88.00
2010      0. -18.13   25.37 -29.00   96.00
2010      0. -18.59   33.45 -29.00  104.00
2010      0. -19.10   41.90 -29.00  112.00
2010      0. -19.39   50.47 -29.00  120.00
2010      0. -19.34   58.87 -29.00  128.00
2010      0. -19.03   66.95 -29.00  136.00
2010      0. -18.64   74.70 -29.00  144.00
2010      0. -18.30   82.21 -29.00  152.00
2010      0. -18.13   89.57 -29.00  160.00
2010      0. -18.17   96.92 -29.00  168.00
2010      0. -18.39  104.35 -29.00  176.00
2010      0. -18.70  111.89 -29.00  184.00
2010      0. -18.97  119.51 -29.00  192.00
2010      0. -19.19  127.11 -29.00  200.00
2010      0. -19.41  134.58 -29.00  208.00
2010      0. -19.75  141.91 -29.00  216.00
2010      0. -20.32  149.15 -29.00  224.00
2010      0. -21.13  156.35 -29.00  232.00
2010      0. -22.15  163.62 -29.00  240.00
2010      0. -23.31  170.98 -29.00  248.00
2010      0. -24.53  178.45 -29.00  256.00
2010      0. -25.76  186.01 -29.00  264.00
2010      0. -26.98  193.63 -29.00  272.00
2010      0. -28.22  201.28 -29.00  280.00
2010      0. -29.51  208.94 -29.00  288.00
2010      0. -30.86  216.65 -29.00  296.00
2010      0. -32.24  224.43 -29.00  304.00
2010      0. -33.65  232.27 -29.00  312.00
2010      0. -35.11  240.16 -29.00  320.00
2010      0. -36.70  248.16 -29.00  328.00
2010      0. -38.46  256.44 -29.00  336.00
2010      0. -40.33  265.37 -29.00  344.00
2010      0. -41.94  275.48 -29.00  352.00
2010      0. -42.48  287.11 -29.00  360.00
