2010      0.  34.86  283.58  45.00    0.00
2010      0.  35.78  289.38  45.00    8.00
2010      0.  37.18  295.38  45.00   16.00
2010      0.  38.97  301.75  45.00   24.00
2010      0.  41.03  308.68  45.00   32.00
2010      0.  43.18  316.32  45.00   40.00
2010      0.  45.21  324.73  45.00   48.00
2010      0.  46.93  333.85  45.00   56.00
2010      0.  48.22  343.44  45.00   64.00
2010      0.  49.05  353.23  45.00   72.00
2010      0.  49.47    2.95  45.00   80.00
2010      0.  49.58   12.42  45.00   88.00
2010      0.  49.49   21.55  45.00   96.00
2010      0.  49.31   30.34  45.00  104.00
2010      0.  49.10   38.83  45.00  112.00
2010      0.  48.94   47.07  45.00  120.00
2010      0.  48.85   55.16  45.00  128.00
2010      0.  48.85   63.15  45.00  136.00
2010      0.  48.90   71.10  45.00  144.00
2010      0.  48.99   79.00  45.00  152.00
2010      0.  49.11   86.87  45.00  160.00
2010      0.  49.26   94.69  45.00  168.00
2010      0.  49.47  102.50  45.00  176.00
2010      0.  49.76  110.34  45.00  184.00
2010      0.  50.12  118.31  45.00  192.00
2010      0.  50.54  126.54  45.00  200.00
2010      0.  50.97  135.14  45.00  208.00
2010      0.  51.31  144.20  45.00  216.00
2010      0.  51.43  153.70  45.00  224.00
2010      0.  51.23  163.53  45.00  232.00
2010      0.  50.64  173.43  45.00  240.00
2010      0.  49.67  183.14  45.00  248.00
2010      0.  48.41  192.48  45.00  256.00
2010      0.  46.95  201.37  45.00  264.00
2010      0.  45.40  209.83  45.00  272.00
2010      0.  43.81  217.90  45.00  280.00
2010      0.  42.22  225.62  45.00  288.00
2010      0.  40.67  233.03  45.00  296.00
2010      0.  39.19  240.16  45.00  304.00
2010      0.  37.82  247.01  45.00  312.00
2010      0.  36.60  253.61  45.00  320.00
2010      0.  35.59  259.97  45.00  328.00
2010      0.  34.84  266.10  45.00  336.00
2010      0.  34.43  272.04  45.00  344.00
2010      0.  34.41  277.84  45.00  352.00
2010      0.  34.86  283.58  45.00  360.00
