2010      0. -84.68  210.18 -74.00    0.00
2010      0. -86.88  215.51 -74.00    8.00
2010      0. -89.11  228.61 -74.00   16.00
2010      0. -88.58   31.37 -74.00   24.00
2010      0. -86.29   40.22 -74.00   32.00
2010      0. -83.99   45.28 -74.00   40.00
2010      0. -81.71   49.70 -74.00   48.00
2010      0. -79.45   53.92 -74.00   56.00
2010      0. -77.24   58.03 -74.00   64.00
2010      0. -75.08   62.08 -74.00   72.00
2010      0. -73.01   66.07 -74.00   80.00
2010      0. -71.04   70.02 -74.00   88.00
2010      0. -69.19   73.94 -74.00   96.00
2010      0. -67.47   77.84 -74.00  104.00
2010      0. -65.90   81.73 -74.00  112.00
2010      0. -64.49   85.61 -74.00  120.00
2010      0. -63.25   89.51 -74.00  128.00
2010      0. -62.17   93.43 -74.00  136.00
2010      0. -61.26   97.38 -74.00  144.00
2010      0. -60.51  101.35 -74.00  152.00
2010      0. -59.93  105.37 -74.00  160.00
2010      0. -59.50  109.42 -74.00  168.00
2010      0. -59.22  113.51 -74.00  176.00
2010      0. -59.08  117.64 -74.00  184.00
2010      0. -59.08  121.79 -74.00  192.00
2010      0. -59.21  125.98 -74.00  200.00
2010      0. -59.47  130.18 -74.00  208.00
2010      0. -59.86  134.40 -74.00  216.00
2010      0. -60.36  138.64 -74.00  224.00
2010      0. -60.99  142.89 -74.00  232.00
2010      0. -61.73  147.14 -74.00  240.00
2010      0. -62.58  151.40 -74.00  248.00
2010      0. -63.54  155.66 -74.00  256.00
2010      0. -64.60  159.91 -74.00  264.00
2010      0. -65.77  164.16 -74.00  272.00
2010      0. -67.03  168.40 -74.00  280.00
2010      0. -68.39  172.63 -74.00  288.00
2010      0. -69.84  176.83 -74.00  296.00
2010      0. -71.38  181.01 -74.00  304.00
2010      0. -73.02  185.16 -74.00  312.00
2010      0. -74.75  189.28 -74.00  320.00
2010      0. -76.57  193.37 -74.00  328.00
2010      0. -78.47  197.45 -74.00  336.00
2010      0. -80.46  201.55 -74.00  344.00
2010      0. -82.53  205.74 -74.00  352.00
2010      0. -84.68  210.18 -74.00  360.00
