2010      0.  59.61  282.21  69.00    0.00
2010      0.  60.11  287.39  69.00    8.00
2010      0.  60.82  292.76  69.00   16.00
2010      0.  61.71  298.41  69.00   24.00
2010      0.  62.75  304.40  69.00   32.00
2010      0.  63.89  310.80  69.00   40.00
2010      0.  65.10  317.68  69.00   48.00
2010      0.  66.33  325.06  69.00   56.00
2010      0.  67.52  332.98  69.00   64.00
2010      0.  68.64  341.42  69.00   72.00
2010      0.  69.65  350.33  69.00   80.00
2010      0.  70.52  359.63  69.00   88.00
2010      0.  71.25    9.21  69.00   96.00
2010      0.  71.84   18.96  69.00  104.00
2010      0.  72.29   28.75  69.00  112.00
2010      0.  72.63   38.48  69.00  120.00
2010      0.  72.88   48.09  69.00  128.00
2010      0.  73.08   57.52  69.00  136.00
2010      0.  73.23   66.79  69.00  144.00
2010      0.  73.37   75.93  69.00  152.00
2010      0.  73.51   84.99  69.00  160.00
2010      0.  73.67   94.07  69.00  168.00
2010      0.  73.83  103.26  69.00  176.00
2010      0.  73.99  112.67  69.00  184.00
2010      0.  74.13  122.41  69.00  192.00
2010      0.  74.21  132.53  69.00  200.00
2010      0.  74.18  143.03  69.00  208.00
2010      0.  74.00  153.84  69.00  216.00
2010      0.  73.62  164.77  69.00  224.00
2010      0.  73.00  175.56  69.00  232.00
2010      0.  72.14  185.95  69.00  240.00
2010      0.  71.08  195.73  69.00  248.00
2010      0.  69.86  204.79  69.00  256.00
2010      0.  68.53  213.12  69.00  264.00
2010      0.  67.15  220.77  69.00  272.00
2010      0.  65.78  227.82  69.00  280.00
2010      0.  64.46  234.36  69.00  288.00
2010      0.  63.23  240.47  69.00  296.00
2010      0.  62.13  246.25  69.00  304.00
2010      0.  61.18  251.75  69.00  312.00
2010      0.  60.40  257.04  69.00  320.00
2010      0.  59.81  262.17  69.00  328.00
2010      0.  59.43  267.20  69.00  336.00
2010      0.  59.26  272.18  69.00  344.00
2010      0.  59.32  277.16  69.00  352.00
2010      0.  59.61  282.21  69.00  360.00
