2010      0.  18.25  284.98  29.00    0.00
2010      0.  19.44  291.02  29.00    8.00
2010      0.  21.48  297.07  29.00   16.00
2010      0.  24.27  303.36  29.00   24.00
2010      0.  27.55  310.21  29.00   32.00
2010      0.  30.89  317.95  29.00   40.00
2010      0.  33.84  326.70  29.00   48.00
2010      0.  36.00  336.29  29.00   56.00
2010      0.  37.23  346.29  29.00   64.00
2010      0.  37.62  356.24  29.00   72.00
2010      0.  37.39    5.82  29.00   80.00
2010      0.  36.78   14.96  29.00   88.00
2010      0.  35.95   23.65  29.00   96.00
2010      0.  35.09   31.93  29.00  104.00
2010      0.  34.33   39.90  29.00  112.00
2010      0.  33.81   47.67  29.00  120.00
2010      0.  33.58   55.38  29.00  128.00
2010      0.  33.59   63.16  29.00  136.00
2010      0.  33.75   71.05  29.00  144.00
2010      0.  33.96   79.05  29.00  152.00
2010      0.  34.13   87.10  29.00  160.00
2010      0.  34.25   95.12  29.00  168.00
2010      0.  34.35  103.08  29.00  176.00
2010      0.  34.51  110.99  29.00  184.00
2010      0.  34.77  118.92  29.00  192.00
2010      0.  35.15  126.98  29.00  200.00
2010      0.  35.56  135.31  29.00  208.00
2010      0.  35.88  143.99  29.00  216.00
2010      0.  35.89  153.02  29.00  224.00
2010      0.  35.46  162.25  29.00  232.00
2010      0.  34.56  171.41  29.00  240.00
2010      0.  33.30  180.31  29.00  248.00
2010      0.  31.91  188.86  29.00  256.00
2010      0.  30.53  197.16  29.00  264.00
2010      0.  29.22  205.30  29.00  272.00
2010      0.  27.95  213.35  29.00  280.00
2010      0.  26.68  221.29  29.00  288.00
2010      0.  25.38  229.11  29.00  296.00
2010      0.  24.07  236.79  29.00  304.00
2010      0.  22.75  244.32  29.00  312.00
2010      0.  21.43  251.69  29.00  320.00
2010      0.  20.16  258.86  29.00  328.00
2010      0.  19.03  265.77  29.00  336.00
2010      0.  18.21  272.42  29.00  344.00
2010      0.  17.89  278.80  29.00  352.00
2010      0.  18.25  284.98  29.00  360.00
