2010      0. -64.40  279.38 -50.00    0.00
2010      0. -64.65  293.61 -50.00    8.00
2010      0. -63.74  307.99 -50.00   16.00
2010      0. -61.74  321.19 -50.00   24.00
2010      0. -59.07  332.58 -50.00   32.00
2010      0. -56.18  342.32 -50.00   40.00
2010      0. -53.41  350.94 -50.00   48.00
2010      0. -50.97  358.90 -50.00   56.00
2010      0. -48.93    6.59 -50.00   64.00
2010      0. -47.30   14.27 -50.00   72.00
2010      0. -46.01   22.11 -50.00   80.00
2010      0. -44.94   30.11 -50.00   88.00
2010      0. -43.94   38.18 -50.00   96.00
2010      0. -42.93   46.12 -50.00  104.00
2010      0. -41.89   53.80 -50.00  112.00
2010      0. -40.86   61.15 -50.00  120.00
2010      0. -39.89   68.19 -50.00  128.00
2010      0. -39.02   74.95 -50.00  136.00
2010      0. -38.31   81.51 -50.00  144.00
2010      0. -37.76   87.94 -50.00  152.00
2010      0. -37.40   94.31 -50.00  160.00
2010      0. -37.21  100.66 -50.00  168.00
2010      0. -37.17  107.04 -50.00  176.00
2010      0. -37.26  113.47 -50.00  184.00
2010      0. -37.45  119.92 -50.00  192.00
2010      0. -37.73  126.39 -50.00  200.00
2010      0. -38.11  132.85 -50.00  208.00
2010      0. -38.60  139.29 -50.00  216.00
2010      0. -39.22  145.71 -50.00  224.00
2010      0. -40.00  152.13 -50.00  232.00
2010      0. -40.92  158.58 -50.00  240.00
2010      0. -41.98  165.08 -50.00  248.00
2010      0. -43.17  171.66 -50.00  256.00
2010      0. -44.48  178.33 -50.00  264.00
2010      0. -45.88  185.11 -50.00  272.00
2010      0. -47.35  191.99 -50.00  280.00
2010      0. -48.90  198.98 -50.00  288.00
2010      0. -50.51  206.08 -50.00  296.00
2010      0. -52.18  213.33 -50.00  304.00
2010      0. -53.93  220.76 -50.00  312.00
2010      0. -55.75  228.46 -50.00  320.00
2010      0. -57.66  236.59 -50.00  328.00
2010      0. -59.61  245.38 -50.00  336.00
2010      0. -61.54  255.21 -50.00  344.00
2010      0. -63.24  266.46 -50.00  352.00
2010      0. -64.40  279.38 -50.00  360.00
