2010      0.  39.99  283.26  50.00    0.00
2010      0.  40.83  288.99  50.00    8.00
2010      0.  42.06  294.95  50.00   16.00
2010      0.  43.62  301.28  50.00   24.00
2010      0.  45.41  308.14  50.00   32.00
2010      0.  47.29  315.65  50.00   40.00
2010      0.  49.11  323.86  50.00   48.00
2010      0.  50.72  332.74  50.00   56.00
2010      0.  52.01  342.13  50.00   64.00
2010      0.  52.94  351.78  50.00   72.00
2010      0.  53.53    1.48  50.00   80.00
2010      0.  53.83   11.03  50.00   88.00
2010      0.  53.94   20.33  50.00   96.00
2010      0.  53.93   29.33  50.00  104.00
2010      0.  53.86   38.04  50.00  112.00
2010      0.  53.79   46.51  50.00  120.00
2010      0.  53.74   54.78  50.00  128.00
2010      0.  53.73   62.91  50.00  136.00
2010      0.  53.77   70.93  50.00  144.00
2010      0.  53.84   78.87  50.00  152.00
2010      0.  53.95   86.74  50.00  160.00
2010      0.  54.11   94.56  50.00  168.00
2010      0.  54.33  102.40  50.00  176.00
2010      0.  54.62  110.31  50.00  184.00
2010      0.  54.98  118.40  50.00  192.00
2010      0.  55.39  126.77  50.00  200.00
2010      0.  55.78  135.54  50.00  208.00
2010      0.  56.07  144.78  50.00  216.00
2010      0.  56.16  154.49  50.00  224.00
2010      0.  55.95  164.51  50.00  232.00
2010      0.  55.36  174.61  50.00  240.00
2010      0.  54.41  184.52  50.00  248.00
2010      0.  53.16  194.01  50.00  256.00
2010      0.  51.71  203.00  50.00  264.00
2010      0.  50.14  211.48  50.00  272.00
2010      0.  48.52  219.48  50.00  280.00
2010      0.  46.92  227.08  50.00  288.00
2010      0.  45.38  234.31  50.00  296.00
2010      0.  43.92  241.22  50.00  304.00
2010      0.  42.60  247.84  50.00  312.00
2010      0.  41.45  254.19  50.00  320.00
2010      0.  40.52  260.31  50.00  328.00
2010      0.  39.87  266.21  50.00  336.00
2010      0.  39.53  271.96  50.00  344.00
2010      0.  39.56  277.62  50.00  352.00
2010      0.  39.99  283.26  50.00  360.00
